movie_watch_history_ab,2023-03-08 11:57:06,137408,20,3253449,10
movie_watch_history_ab,2023-03-08 18:09:46,137408,20,3253449,560
movie_watch_history_ab,2023-03-08 18:42:43,137408,20,3253449,20
movie_watch_history_ab,2023-03-08 23:30:33,137408,20,3253449,3553
movie_watch_history_ab,2023-03-08 12:52:16,137408,20,3253449,3242
movie_watch_history_ab,2023-03-08 13:34:07,137408,20,3253449,2035
movie_watch_history_ab,2023-03-08 22:31:13,138667,20,3253449,1
vod_watch_history,2023-03-08 18:24:30,226766,6,15415544,23
vod_watch_history,2023-03-08 18:36:24,226766,6,15415544,147
vod_watch_history,2023-03-08 18:24:03,226766,6,15415544,118
