vod_watch_history_ab,2023-04-23 14:31:53,230799,6,25310868,6
vod_watch_history_ab,2023-04-23 08:50:04,230800,6,25310868,17
vod_watch_history_ab,2023-04-23 08:57:46,105397,6,25310868,445
vod_watch_history_ab,2023-04-23 08:57:54,52388,6,25310868,7
vod_watch_history_ab,2023-04-23 08:58:15,52388,6,25310868,14
vod_watch_history_ab,2023-04-23 08:49:32,187112,6,25310868,616
vod_watch_history_ab,2023-04-23 08:49:39,230800,6,25310868,7
vod_watch_history_ab,2023-04-23 13:28:30,230799,6,25310868,4261
vod_watch_history_ab,2023-04-23 09:02:09,52391,6,25310868,207
vod_watch_history_ab,2023-04-23 09:53:30,52391,6,25310868,3051
vod_watch_history_ab,2023-04-23 12:06:58,186043,6,25310868,10
vod_watch_history_ab,2023-04-23 08:36:05,187112,6,25310868,10
vod_watch_history_ab,2023-04-23 14:31:53,230799,6,25310868,6
vod_watch_history_ab,2023-04-23 08:50:04,230800,6,25310868,17
vod_watch_history_ab,2023-04-23 08:57:46,105397,6,25310868,445
vod_watch_history_ab,2023-04-23 08:57:54,52388,6,25310868,7
vod_watch_history_ab,2023-04-23 08:58:15,52388,6,25310868,14
vod_watch_history_ab,2023-04-23 08:49:32,187112,6,25310868,616
vod_watch_history_ab,2023-04-23 08:49:39,230800,6,25310868,7
vod_watch_history_ab,2023-04-23 13:28:30,230799,6,25310868,4261
vod_watch_history_ab,2023-04-23 09:02:09,52391,6,25310868,207
vod_watch_history_ab,2023-04-23 09:53:30,52391,6,25310868,3051
vod_watch_history_ab,2023-04-23 12:06:58,186043,6,25310868,10
vod_watch_history_ab,2023-04-23 08:36:05,187112,6,25310868,10
