vod_watch_history_ab,2023-04-22 11:30:20,49007,3,1157557,6
vod_watch_history_ab,2023-04-22 10:22:17,5010,31,4611071,13
vod_watch_history_ab,2023-04-22 11:30:20,49007,3,1157557,6
vod_watch_history_ab,2023-04-22 10:22:17,5010,31,4611071,13
vod_watch_history_ab,2023-04-22 10:23:04,4630,31,4611071,9
vod_watch_history_ab,2023-04-22 16:13:56,49007,3,903612,834
vod_watch_history_ab,2023-04-22 11:30:20,49007,3,1157557,6
vod_watch_history_ab,2023-04-22 10:22:17,5010,31,4611071,13
vod_watch_history_ab,2023-04-22 10:23:04,4630,31,4611071,9
vod_watch_history_ab,2023-04-22 16:13:56,49007,3,903612,834
