movie_watch_history_ab,2023-02-19 17:31:39,139875,2,1157557,2819
vod_watch_history,2023-02-19 09:25:04,197217,6,23392073,31
vod_watch_history,2023-02-19 09:18:09,197217,6,23392073,549
vod_watch_history,2023-02-19 09:07:54,197217,6,23392073,632
vod_watch_history,2023-02-19 09:08:00,135847,6,23392073,6
vod_watch_history,2023-02-19 18:28:44,197217,6,23392073,357
vod_watch_history,2023-02-19 17:45:50,197217,6,23392073,206
vod_watch_history,2023-02-19 09:53:09,197217,6,23392073,346
vod_watch_history,2023-02-19 18:02:13,197217,6,23392073,607
vod_watch_history,2023-02-19 17:51:58,197217,6,23392073,164
vod_watch_history,2023-02-19 18:12:07,197217,6,23392073,592
vod_watch_history,2023-02-19 09:21:15,197217,6,23392073,178
vod_watch_history,2023-02-19 20:45:24,227718,8,1083217,63
vod_watch_history,2023-02-19 09:41:38,197217,6,23392073,529
vod_watch_history,2023-02-19 17:25:21,197217,6,23392073,650
vod_watch_history,2023-02-19 09:57:34,197217,6,23392073,251
vod_watch_history,2023-02-19 17:49:08,197217,6,23392073,188
vod_watch_history,2023-02-19 18:22:37,197217,6,23392073,628
vod_watch_history,2023-02-19 09:23:50,197217,6,23392073,143
vod_watch_history,2023-02-19 09:32:41,197217,6,23392073,298
vod_watch_history,2023-02-19 08:16:15,173911,6,23392073,45
vod_watch_history,2023-02-19 17:42:19,197217,6,23392073,499
vod_watch_history,2023-02-19 15:25:00,197217,6,23392073,250
vod_watch_history,2023-02-19 17:14:29,197217,6,23392073,622
vod_watch_history,2023-02-19 17:33:35,197217,6,23392073,493
vod_watch_history,2023-02-19 09:47:20,197217,6,23392073,336
movie_watch_history_ab,2023-02-19 17:31:39,139875,2,1157557,2819
vod_watch_history,2023-02-19 09:25:04,197217,6,23392073,31
vod_watch_history,2023-02-19 09:18:09,197217,6,23392073,549
vod_watch_history,2023-02-19 09:07:54,197217,6,23392073,632
vod_watch_history,2023-02-19 09:08:00,135847,6,23392073,6
vod_watch_history,2023-02-19 18:28:44,197217,6,23392073,357
vod_watch_history,2023-02-19 17:45:50,197217,6,23392073,206
vod_watch_history,2023-02-19 09:53:09,197217,6,23392073,346
vod_watch_history,2023-02-19 18:02:13,197217,6,23392073,607
vod_watch_history,2023-02-19 17:51:58,197217,6,23392073,164
vod_watch_history,2023-02-19 18:12:07,197217,6,23392073,592
vod_watch_history,2023-02-19 09:21:15,197217,6,23392073,178
vod_watch_history,2023-02-19 20:45:24,227718,8,1083217,63
vod_watch_history,2023-02-19 09:41:38,197217,6,23392073,529
vod_watch_history,2023-02-19 17:25:21,197217,6,23392073,650
vod_watch_history,2023-02-19 09:57:34,197217,6,23392073,251
vod_watch_history,2023-02-19 17:49:08,197217,6,23392073,188
vod_watch_history,2023-02-19 18:22:37,197217,6,23392073,628
vod_watch_history,2023-02-19 09:23:50,197217,6,23392073,143
vod_watch_history,2023-02-19 09:32:41,197217,6,23392073,298
vod_watch_history,2023-02-19 08:16:15,173911,6,23392073,45
vod_watch_history,2023-02-19 17:42:19,197217,6,23392073,499
vod_watch_history,2023-02-19 15:25:00,197217,6,23392073,250
vod_watch_history,2023-02-19 17:14:29,197217,6,23392073,622
vod_watch_history,2023-02-19 17:33:35,197217,6,23392073,493
vod_watch_history,2023-02-19 09:47:20,197217,6,23392073,336
vod_watch_history,2023-02-19 21:56:24,227872,12,23144870,28
