movie_watch_history_ab,2023-02-20 09:59:23,139875,2,1157557,702
movie_watch_history_ab,2023-02-20 09:47:27,139875,2,1157557,37
movie_watch_history_ab,2023-02-20 22:39:42,140936,2,2670119,18
movie_watch_history_ab,2023-02-20 11:43:26,139875,2,1157557,2640
movie_watch_history_ab,2023-02-20 10:59:24,139875,2,1157557,3589
movie_watch_history_ab,2023-02-20 09:59:23,139875,2,1157557,702
movie_watch_history_ab,2023-02-20 09:47:27,139875,2,1157557,37
movie_watch_history_ab,2023-02-20 22:39:42,140936,2,2670119,18
movie_watch_history_ab,2023-02-20 11:43:26,139875,2,1157557,2640
movie_watch_history_ab,2023-02-20 10:59:24,139875,2,1157557,3589
vod_watch_history,2023-02-20 19:17:17,197217,6,23392073,551
vod_watch_history,2023-02-20 20:49:33,226766,6,15415544,181
vod_watch_history,2023-02-20 20:59:29,226766,6,15415544,590
