movie_watch_history_ab,2023-03-03 14:35:25,140951,2,1157557,3
movie_watch_history_ab,2023-03-03 14:33:51,140951,2,1157557,2273
movie_watch_history_ab,2023-03-03 14:35:02,140322,2,1157557,6
movie_watch_history_ab,2023-03-03 10:54:14,140322,2,1157557,1
movie_watch_history_ab,2023-03-03 10:54:21,140992,20,1157557,1
movie_watch_history_ab,2023-03-03 10:54:27,140994,20,1157557,1
movie_watch_history_ab,2023-03-03 17:08:47,140951,2,1157557,1819
movie_watch_history_ab,2023-03-03 21:46:27,140951,2,1157557,268
vod_watch_history,2023-03-03 22:32:41,226766,6,15415544,554
vod_watch_history,2023-03-03 22:23:23,226766,6,15415544,329
