vod_watch_history_ab,2023-04-08 21:10:38,58413,6,2247509,18
vod_watch_history_ab,2023-04-08 21:04:23,58413,6,2247509,1
vod_watch_history_ab,2023-04-08 21:04:21,195302,6,2247509,603
vod_watch_history_ab,2023-04-08 21:09:14,58413,6,2247509,292
vod_watch_history_ab,2023-04-08 09:23:29,202645,39,4611071,115
vod_watch_history_ab,2023-04-08 17:59:37,45035,3,4611071,18
vod_watch_history_ab,2023-04-08 18:08:03,206180,39,4611071,20
vod_watch_history_ab,2023-04-08 18:06:29,230942,41,4611071,5
vod_watch_history_ab,2023-04-08 18:06:58,7472,31,4611071,3
vod_watch_history_ab,2023-04-08 09:23:58,202696,39,4611071,9
vod_watch_history_ab,2023-04-08 09:26:45,202693,39,4611071,160
vod_watch_history_ab,2023-04-08 21:10:38,58413,6,2247509,18
vod_watch_history_ab,2023-04-08 21:04:23,58413,6,2247509,1
vod_watch_history_ab,2023-04-08 21:04:21,195302,6,2247509,603
vod_watch_history_ab,2023-04-08 21:09:14,58413,6,2247509,292
vod_watch_history_ab,2023-04-08 09:23:29,202645,39,4611071,115
vod_watch_history_ab,2023-04-08 17:59:37,45035,3,4611071,18
vod_watch_history_ab,2023-04-08 18:08:03,206180,39,4611071,20
vod_watch_history_ab,2023-04-08 18:06:29,230942,41,4611071,5
vod_watch_history_ab,2023-04-08 18:06:58,7472,31,4611071,3
vod_watch_history_ab,2023-04-08 09:23:58,202696,39,4611071,9
vod_watch_history_ab,2023-04-08 09:26:45,202693,39,4611071,160
vod_watch_history_ab,2023-04-08 21:10:38,58413,6,2247509,18
vod_watch_history_ab,2023-04-08 21:04:23,58413,6,2247509,1
vod_watch_history_ab,2023-04-08 21:04:21,195302,6,2247509,603
vod_watch_history_ab,2023-04-08 21:09:14,58413,6,2247509,292
vod_watch_history_ab,2023-04-08 09:23:29,202645,39,4611071,115
vod_watch_history_ab,2023-04-08 17:59:37,45035,3,4611071,18
vod_watch_history_ab,2023-04-08 18:08:03,206180,39,4611071,20
vod_watch_history_ab,2023-04-08 18:06:29,230942,41,4611071,5
vod_watch_history_ab,2023-04-08 18:06:58,7472,31,4611071,3
vod_watch_history_ab,2023-04-08 09:23:58,202696,39,4611071,9
vod_watch_history_ab,2023-04-08 09:26:45,202693,39,4611071,160
